X1	X2	cLine_ID	Aliases	RRID.CVCLE	MSI	Tissue	Subtissue	Histology	Subhistology	Gender	Age	Ethnicity	Grade_Stage	Source	COSMIC_ID	COSMIC_membership	ArrayID_CCLE	CCLE_membership	NCI60_membership	X	X.1	X.2	X.3	X.4	X.5	X.6	FID	sp	p	gender	id	cluster.infomap	cluster.walktrap	Q1	Q2	Q3	Q4	Q5	Q6	Q7
283	8.30765042215812	0.29516455303236	BHT-101	BHT101	_1085	MSI-S	Thyroid	NA	Carcinoma	Anaplastic carcinoma	Female	63	NA	NA	Metastasis	906696	Y	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_E07_490332	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	BHT-101	1	9	0.379684	0.007475	1e-05	0.02423	0.008678	0.574319	0.005603
284	-21.2768725398864	3.63088751089496	BHY		_1086	MSI-S	Upper aerodigestive tract	Head neck	Carcinoma	Squamous cell carinoma	Male	52	Japanese	NA	Primary	753535	Y	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_C02_490356	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	BHY	2	12	0.01085	0.011174	0.161014	0.814722	0.002219	1e-05	1e-05
1024	9.40129476542615	4.07846471306853	BICR 6	BICR6	_2314	NA	Upper aerodigestive tract	NA	Carcinoma	Squamous cell carcinoma	Male	NA	Caucasian	NA	NA	NA	NA	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_C01_578456	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	BICR6	1	9	0.368783	1e-05	1e-05	0.053918	1e-05	0.531625	0.045645
1018	-4.64295759175167	2.41592713030904	BICR 10	BICR10	_2307	MSI-S	Upper aerodigestive tract	Head neck	Carcinoma	NA	Female	NA	Caucasian	NA	NA	1290724	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	BICR10	1	9	0.278686	1e-05	1e-05	1e-04	0.008219	0.71252	0.000455
1019	9.35173639197916	6.0881427902687	BICR 16	BICR16	_2308	NA	Upper aerodigestive tract	NA	Carcinoma	Squamous cell carcinoma	Male	NA	Caucasian	NA	NA	NA	NA	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_E12_542820	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	BICR16	1	9	0.358798	1e-05	1e-05	0.03555	1e-05	0.601315	0.004307
1020	8.21622748669459	4.51003099970035	BICR 18	BICR18	_2309	NA	Upper aerodigestive tract	NA	Carcinoma	Squamous cell carcinoma	Male	NA	NA	NA	NA	NA	NA	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_B03_698684	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	BICR18	1	9	0.380807	1e-05	1e-05	0.072117	1e-05	0.481518	0.065528
1021	13.0010551257552	4.68816360531499	BICR 22	BICR22	_2310	MSI-S	Upper aerodigestive tract	Head neck	Carcinoma	Squamous cell carcinoma	Male 	88	Caucasian	NA	NA	1240121	Y	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_C03_542962	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	BICR22	25	9	0.437106	1e-05	1e-05	0.101804	1e-05	0.367894	0.093166
1022	4.5931673549048	1.52428057616917	BICR 31	BICR31	_2312	MSI-S	Upper aerodigestive tract	Head neck	Carcinoma	Squamous cell carcinoma	Male	NA	Caucasian	NA	NA	1290725	Y	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_E07_542878	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	BICR31	1	9	0.348062	1e-05	1e-05	0.019637	1e-05	0.615606	0.016666
1023	6.82932244490731	7.03876218566573	BICR 56	BICR56	_2313	NA	Upper aerodigestive tract	NA	Carcinoma	Squamous cell carcinoma	Female	NA	Caucasian	NA	NA	NA	NA	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_C09_578334	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	BICR56	1	9	0.285582	0.010374	1e-05	0.013934	0.005125	0.677428	0.007547
1025	-1.24776584633657	18.7513653385357	BICR 78	BICR78	_2315	MSI-S	Upper aerodigestive tract	Head neck	Carcinoma	Squamous cell carcinoma	Male	NA	Caucasian	NA	NA	1240122	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	BICR78	27	9	0.28892	0.011392	1e-05	0.022899	0.009081	0.635053	0.032645
1298	-3.38684528434475	7.35039223478637	BJ1-hTERT	BJHTERT	_6573	NA	Skin	NA	Other	Immortalized fibroblast	Male	NA	NA	NA	NA	NA	NA	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_H01_780332	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	BJ1-hTERT	1	9	0.247222	0.006015	1e-05	0.01005	0.000499	0.733257	0.002947
285	7.66749308042415	-0.40925171718051	BL-41	BL41	_1087	MSI-S	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Burkitt lymphoma	Male	8	Caucasian	NA	Primary	910706	Y	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_F04_464688	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	BL-41	1	9	0.407105	0.000581	0.005236	1e-05	0.013448	0.573119	0.000501
286	9.83159689463628	1.3735060854214	BL-70	BL70	_1088	MSI-S	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Burkitt lymphoma	Male	16	Caucasian	NA	Primary	910707	Y	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H07_464644	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	BL-70	25	9	0.424952	0.010279	1e-05	0.008454	0.01037	0.52488	0.021055
288	0.570269899379749	13.2865273995228	BONNA-12		_1090	MSI-S	Haematopoietic and lymphoid	NA	Lymphoid neoplasm		Male	46	NA	NA	Primary	906695	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	BONNA-12	1	9	0.269112	1e-05	1e-05	0.01035	1e-05	0.716983	0.003524
289	-3.24691626923457	5.11175454751567	BPH-1		_1091	MSI-S	Prostate	NA	Hyperplasia	NA	Male	68	Japanese	NA	Primary	924105	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	BPH-1	1	9	0.291738	1.2e-05	2e-04	0.015014	0.028233	0.664793	1e-05
69	13.0343645745167	4.71256396187764	BT-20	BT20	_0178	MSI-S	Breast	NA	Carcinoma	Ductal carcinoma	Female	74	Caucasian	NA	Primary	906801	Y	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F06_335318	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	BT-20	25	9	0.415587	1e-05	1e-05	0.095416	1e-05	0.43596	0.053007
70	1.76811820740388	-1.31975130489796	BT-474	BT474	_0179	MSI-S	Breast	NA	Carcinoma	Ductal carcinoma	Female	60	Caucasian	NA	Primary	946359	Y	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_B12_293326	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	BT-474	1	9	0.26742	1e-05	1e-05	0.024652	1e-05	0.701871	0.006026
1026	12.1620437827308	4.51145771515672	BT-483	BT483	_2319	MSI-S	Breast	NA	Carcinoma	Ductal carcinoma; Papillary	Female	23	Caucasian	NA	Primary	949093	Y	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_B06_464594	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	BT-483	25	9	0.418734	1e-05	1e-05	0.058009	1e-05	0.48365	0.039578
290	15.8192083888641	-8.64909375406266	BT-549	BT549	_1092	MSI-S	Breast	NA	Carcinoma	Ductal carcinoma; Papillary	Female	72	Caucasian	NA	Primary	905951	Y	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_B08_256040	Y	Y	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	BT-549	5	2	0.628738	1e-05	1e-05	0.036036	0.072621	0.260485	0.002101
71	11.7469769446852	-5.67786917150592	BV-173	BV173	_0181	MSI-S	Haematopoietic and lymphoid	NA	Haematopoietic neoplasm	Blast phase chronic myeloid leukaemia	Male	45	NA	NA	Primary	910710	Y	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_D04_578460	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	BV-173	5	2	0.41767	1e-05	1e-05	0.021385	0.025059	0.522047	0.013819
72	4.06244977290437	5.33750610322884	BxPC-3	BXPC3	_0186	MSI-S	Pancreas	NA	Carcinoma	Ductal carcinoma	Female	61	NA	NA	Primary	906693	Y	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_G02_246756	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	BxPC-3	1	9	0.277863	1e-05	1e-05	0.014148	1e-05	0.692481	0.015478
1014	-3.63840451409759	0.897549065035026	C-4-I		_2253	MSI-S	Cervix	NA	Carcinoma	NA	Female	41	Caucasian	NA	NA	687506	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	C-4-I	1	9	0.257582	0.007309	1e-05	1e-05	0.010215	0.724864	1e-05
292	1.58232547203615	12.7951174925101	C-33-A		_1094	MSI-H	Cervix	NA	Carcinoma	NA	Female	66	Caucasian	NA	Primary	687505	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	C-33-A	1	9	0.311866	0.003335	0.00193	0.00475	0.008166	0.665825	0.004129
293	12.3629458970293	8.42228040737201	C2BBe1	C2BBE1	_1096	MSI-S	Large intestine	Colon	Carcinoma	Adenocarcinoma	Male	72	Caucasian	NA	Primary	910700	Y	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_C02_437322	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	C2BBe1	1	9	0.406236	1e-05	0.001095	0.018376	1e-05	0.574263	1e-05
947	-3.93565986059997	-9.83275944479018	C3A clone 2.5B1	C3A	_1N69	MSI-S	Liver	NA	Carcinoma	Hepatocellular carcinoma	Male	15	Caucasian	NA	Primary	910850	Y	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_E10_335302	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	C3Aclone2.5B1	9	5	0.470169	0.223572	0.015746	0.008469	0.001797	0.264178	0.016068
294	5.32002762744853	8.31192761705157	C32		_1097	MSI-S	Skin	NA	Malignant melanoma	NA	Male	53	Caucasian	NA	Primary	906830	Y	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_B03_256030	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	C32	1	9	0.33449	0.010272	1e-05	0.02042	1e-05	0.634788	1e-05
287	8.40316288953701	10.2213440455468	C8166		_1089	NA	Transformed cell line	NA	NA	NA	Male	NA	NA	NA	NA	NA	NA	KELLY_p_CCLE_AffySNP_Oct2012_01_GenomeWideSNP_6_B09_1217566	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	C8166	1	9	0.335045	0.000506	1e-05	0.017152	1e-05	0.644252	0.003026
297	-27.6611985552046	-2.39779163257007	Ca9-22		_1102	MSI-S	Upper aerodigestive tract	Head neck	Carcinoma	Squamous cell carinoma	Male	43	Japanese	NA	Primary	753538	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	Ca9-22	2	12	0.004888	1e-05	0.188162	0.797295	1e-05	1e-05	0.009625
296	-6.81848191532746	-15.048219389605	CA46		_1101	MSI-S	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Burkitt lymphoma	Male 	NA	NA	NA	Metastasis	910703	Y	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_D06_335270	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	CA46	9	5	0.133242	0.008494	0.356825	0.075525	1e-05	0.094142	0.331762
19	12.3607342831843	8.41717535791248	Caco-2	CACO2	_0025	MSI-S	Large intestine	Colon	Carcinoma	Adenocarcinoma	Male	72	Caucasian	NA	NA	NA	NA	KELLY_p_CCLE_AffySNP_Oct2012_01_GenomeWideSNP_6_E03_1217632	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	Caco-2	1	9	0.447326	1e-05	1e-05	0.045853	1e-05	0.473482	0.033309
298	-22.9426750680131	5.92579230001076	CADO-ES1	CADOES1	_1103	MSI-S	Bone	NA	Ewings sarcoma-peripheral primitive neuroectodermal tumour	NA	Female	19	Japanese	NA	Metastasis	753539	Y	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_E12_490484	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	CADO-ES1	2	12	0.004825	0.007227	0.21784	0.753771	1e-05	1e-05	0.016317
81	20.1588197614601	-6.71429099768522	Caki-1	CAKI-1, CAKI1	_0234	MSI-S	Kidney	NA	Carcinoma	Clear cell renal cell carcinoma	Male	49	Caucasian	NA	Primary	905963	Y	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_D12_437234	Y	Y	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	Caki-1	24	2	0.582552	0.009067	0.004661	0.025901	0.078821	0.288147	0.010851
82	4.41874285563093	11.7763358837109	Caki-2	CAKI2	_0235	NA	Kidney	NA	Carcinoma	Papillary renal cell carcinoma	Male	69	Caucasian	NA	NA	NA	NA	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_G04_246760	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	Caki-2	1	9	0.337629	0.00607	1e-05	0.012835	1e-05	0.643437	1e-05
300	4.69556504477434	-2.198772852559	CAL-12T	CAL12T	_1105	MSI-S	Lung	NA	Carcinoma	Non small cell carcinoma	Male	NA	NA	NA	Primary	753540	Y	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_A08_335202	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	CAL-12T	1	9	0.403736	0.009141	0.002259	0.023405	1e-05	0.560278	0.001172
302	4.41670279627746	-1.77712808485768	CAL-27	CAL27	_1107	MSI-S	Upper aerodigestive tract	Mouth; Tongue	Carcinoma	Squamous cell carinoma	Male	46	Caucasian	NA	Primary	910916	Y	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F05_335316	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	CAL-27	1	9	0.405113	1e-05	1e-05	0.026034	1e-05	0.546616	0.022206
894	6.39785337389825	-1.22867088194705	CAL-29	CAL29	_1808	MSI-S	Urinary tract	Bladder	Carcinoma	Transitional cell carcinoma	Female	80	NA	NA	NA	1290730	Y	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_E11_490468	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	CAL-29	1	9	0.451787	0.001041	1e-05	0.028285	1e-05	0.518858	1e-05
303	6.68819798696465	-7.91972125553248	CAL-33	CAL33	_1108	MSI-S	Upper aerodigestive tract	Head neck	Carcinoma	Squamous cell carinoma	Male	69	NA	NA	Primary	753541	Y	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_A09_542966	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	CAL-33	10	2	0.495597	1e-05	0.003314	0.023249	1e-05	0.468608	0.009213
304	15.3996093420222	-7.30972406644025	CAL-39		_1109	MSI-S	Vulva	NA	Carcinoma	Squamous cell carinoma	Female	76	NA	NA	Primary	924107	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	CAL-39	5	2	0.591938	0.007827	0.016381	1e-05	0.090773	0.264289	0.028782
305	7.74550790280386	-0.25676899516909	CAL-51	CAL51	_1110	MSI-L	Breast	NA	Carcinoma	NA	Female	45	NA	NA	Metastasis	910927	Y	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_C10_490500	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	CAL-51	1	9	0.403081	0.00751	1e-05	0.008594	0.022795	0.558	1e-05
306	9.51790756091291	-9.30807789143853	CAL-54	CAL54	_1111	MSI-S	Kidney	NA	Carcinoma	Renal cell carcinoma	Male	75	NA	NA	Metastasis	910952	Y	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_F09_578406	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	CAL-54	5	2	0.453547	1e-05	0.005561	1e-05	0.027239	0.51108	0.002553
307	8.71981176450263	-2.58704177771667	CAL-62	CAL62	_1112	MSI-S	Thyroid	NA	Carcinoma	Anaplastic carcinoma	Female	70	NA	NA	Primary	906828	Y	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_H01_490514	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	CAL-62	1	2	0.500162	0.002661	1e-05	0.019054	0.010379	0.462187	0.005547
308	22.1840649625904	-20.5085399585962	CAL-72		_1113	MSI-L	Bone	NA	Osteosarcoma	Osteoblastic	Male	10	NA	NA	Primary	906827	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	CAL-72	7	4	0.059067	0.000887	1e-05	0.012731	0.247936	1e-05	0.67936
895	13.7874081315302	-5.6808045458792	CAL-78	CAL78	_1809	MSI-S	Bone	NA	Chondrosarcoma	Dedifferentiated	Male	76	NA	NA	NA	1290765	Y	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_G02_490488	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	CAL-78	5	2	0.679599	1e-05	1e-05	0.061082	0.038569	0.150451	0.070279
309	30.3315516338778	1.95499737501376	CAL-85-1	CAL851	_1114	MSI-S	Breast	NA	Carcinoma	NA	Female	35	NA	NA	Primary	910852	Y	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_B04_256032	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	CAL-85-1	3	7	0.070041	1e-05	1e-05	0.047881	0.873776	1e-05	0.008272
299	6.64900821334926	-0.729261547613335	CAL-120	CAL120	_1104	MSI-S	Breast	NA	Carcinoma	NA	Female	43	Caucasian	NA	Metastasis	906826	Y	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_G06_490466	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	CAL-120	1	9	0.422853	1e-05	1e-05	0.037364	0.005726	0.517853	0.016184
301	6.60561010789092	-8.09552529898086	CAL-148	CAL148	_1106	MSI-S	Breast	NA	Carcinoma	Ductal carcinoma	Female	58	European, French	NA	Metastasis	924106	Y	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_E11_698682	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	CAL-148	10	2	0.489606	0.002622	1e-05	0.021813	0.005781	0.448483	0.031686
186	13.4738823803285	-7.13533668327555	Calu-1	CALU1	_0608	NA	Lung	NA	Carcinoma	Squamous cell carcinoma	Male	47	Caucasian	NA	NA	NA	NA	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F10_256140	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	Calu-1	5	2	0.578019	0.007422	1e-05	0.001115	0.099444	0.313979	1e-05
187	1.16178997189916	2.02794440458601	Calu-3	CALU3	_0609	MSI-S	Lung	NA	Carcinoma	Adenocarcinoma	Male	25	Caucasian	NA	Metastasis	687777	Y	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_F12_437216	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	Calu-3	1	9	0.295112	1e-05	1e-05	0.020892	1e-05	0.677647	0.00632
83	4.38703298411249	13.3057708139056	Calu-6	CALU6	_0236	MSI-S	Lung	NA	Carcinoma	Non small cell carcinoma	Female	61	Caucasian	NA	Primary	724859	Y	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_G10_293442	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	Calu-6	1	9	0.32078	0.009471	1e-05	0.007418	1e-05	0.660625	0.001686
310	-0.262744493449504	-0.956135424420569	CAMA-1	CAMA1	_1115	MSI-S	Breast	NA	Carcinoma	NA	Female	51	Caucasian	NA	Metastasis	946382	Y	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_A08_437580	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	CAMA-1	1	9	0.317378	1e-05	1e-05	0.01375	1e-05	0.665181	0.00366
73	14.7654058089042	-6.41956654176189	Caov-3	CAOV3	_0201	MSI-S	Ovary	NA	Carcinoma	Adenocarcinoma	Female	54	Caucasian	NA	Primary	906825	Y	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_A10_256020	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	Caov-3	5	2	0.688451	0.00116	1e-05	0.022231	0.152248	0.112993	0.022907
74	5.44985996695894	6.88933095201612	Caov-4	CAOV4	_0202	MSI-S	Ovary	NA	Carcinoma	Adenocarcinoma	Female	45	Caucasian	NA	Metastasis	949090	Y	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_B06_437306	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	Caov-4	1	9	0.279368	1e-05	1e-05	0.047979	1e-05	0.670318	0.002304
84	20.3555864323262	-5.60265538301273	Capan-1	CAPAN1, CAPAN-1	_0237	MSI-S	Pancreas	NA	Carcinoma	Ductal carcinoma	Male	40	Caucasian	NA	Metastasis	753624	Y	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_D10_335278	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	Capan-1	24	2	0.664438	0.005587	0.001115	0.047901	0.070852	0.19057	0.019537
20	-0.406277091481784	-0.0744391360105418	Capan-2	CAPAN2	_0026	MSI-S	Pancreas	NA	Carcinoma	Ductal carcinoma	Male	56	Caucasian	NA	Primary	910915	Y	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C04_256056	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	Capan-2	1	9	0.359542	0.0063	1e-05	0.002761	0.003408	0.62516	0.002818
311	-25.6758014477091	-4.43638475845083	CaR-1		_1116	MSI-S	Large intestine	Rectum	Carcinoma	Adenocarcinoma	NA	NA	NA	NA	Primary	924108	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	CaR-1	2	12	1e-05	1e-05	0.213407	0.777331	0.009222	1e-05	1e-05
312	9.247094656074	-8.11300245761968	CAS-1	CAS1	_1117	MSI-S	CNS	Brain	Glioma	Astrocytoma Grade IV; Glioblastoma multiforme	Male	63	NA	NA	Primary	910943	Y	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E02_411008	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	CAS-1	5	2	0.494642	0.005781	0.000815	1e-05	0.033611	0.465131	1e-05
295	-3.32915152260315	3.03067368775561	Ca Ski	Ca-Ski	_1100	MSI-S	Cervix	NA	Carcinoma	Squamous cell carinoma	Female	40	Caucasian	NA	Metastasis	906824	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	CaSki	1	9	0.287596	1e-05	1e-05	0.018554	1e-05	0.683596	0.010223
313	4.03790223325153	10.6017616302404	CCF-STTG1	CCFSTTG1	_1118	MSI-S	CNS	Brain	Glioma	Astrocytoma Grade IV; Glioblastoma multiforme	Female	68	Caucasian	NA	Primary	906823	Y	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_D03_437286	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	CCF-STTG1	1	9	0.368732	1e-05	1e-05	0.01134	0.006021	0.608408	0.005479
1086	-23.1750145958322	1.62663131487906	CCK-81	CCK81	_2873	MSI-H	Large intestine	NA	Carcinoma	Adenocarcinoma	Female	NA	NA	NA	NA	1240123	Y	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D11_256094	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	CCK-81	2	12	1e-05	0.013818	0.20683	0.779313	1e-05	1e-05	1e-05
75	0.472126549974066	4.96315584180674	CCRF-CEM		_0207	MSI-L	Haematopoietic and lymphoid	NA	Lymphoid neoplasm	Acute lymphoblastic leukaemia	Female	4	Caucasian	NA	Primary	905952	Y	NA	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	CCRF-CEM	1	9	0.288524	0.002132	0.000948	0.00425	0.008107	0.694006	0.002033
76	15.7629904557105	-6.93635018292948	CESS		_0209	MSI-S	Haematopoietic and lymphoid	NA	Haematopoietic neoplasm	Acute myeloid leukaemia; M4	Male	NA	Caucasian	NA	Primary	910688	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	CESS	5	2	0.595373	0.008016	1e-05	0.058032	0.052743	0.216585	0.06924
314	12.2204900224479	4.634496503132	CFPAC-1	CFPAC1	_1119	MSI-S	Pancreas	NA	Carcinoma	Ductal carcinoma	Male	26	Caucasian	NA	Metastasis	906821	Y	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_C02_335238	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	CFPAC-1	25	9	0.45182	1e-05	1e-05	0.054773	1e-05	0.453857	0.039519
315	-8.83774941693307	4.09166235524049	CGTH-W-1	CGTHW1	_1120	MSI-S	Thyroid	NA	Carcinoma	Follicular carcinoma	Female	70	Chinese	NA	Metastasis	910568	Y	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C10_698660	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	CGTH-W-1	1	9	0.320259	0.020352	1e-05	0.002406	0.011649	0.645314	1e-05
1279	8.09671539246499	-2.22291426755283	CH157-MN	CH157MN	_5723	NA	CNS	NA	Meningioma	NA	Female	NA	NA	NA	NA	NA	NA	KELLY_p_CCLE_AffySNP_Oct2012_01_GenomeWideSNP_6_B06_1217634	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	CH157-MN	1	9	0.389914	1e-05	1e-05	0.025401	0.001479	0.578178	0.005009
316	8.16991497011656	12.2624410956935	ChaGo-K-1	CHAGOK1	_1121	MSI-S	Lung	NA	Carcinoma	NA	Male	45	NA	NA	Primary	687596	Y	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_F04_542948	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	ChaGo-K-1	1	9	0.349749	1e-05	1e-05	0.035244	0.003863	0.599346	0.011778
317	-2.22993582598514	-3.3991044812331	CHL-1	CHL1	_1122	MSI-S	Skin	NA	Malignant melanoma	NA	Female	36	NA	NA	Primary	910853	Y	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F11_246750	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell	cell	NA	CHL-1	1	9	0.31208	1e-05	1e-05	0.003858	1e-05	0.684023	1e-05
